Student_ID,Name,Age,Parent_Name,Knowledge_Level,Learning_Speed,Last_Test_Score,Next_Level
4048,Aarav Iyer,12,Sunita Iyer,Intermediate,Slow,72,Intermediate
4049,Kabir Kaur,10,Rajesh Kaur,Advanced,Slow,50,Beginner
4050,Aryan Nair,11,Rekha Nair,Intermediate,Fast,52,Beginner
4051,Simran Gupta,6,Rekha Gupta,Intermediate,Slow,50,Beginner
4052,Ishita Iyer,8,Rajesh Iyer,Advanced,Medium,69,Beginner
4053,Ishita Mehta,4,Neha Mehta,Advanced,Medium,88,Advanced
4054,Rohan Mehta,11,Rekha Mehta,Intermediate,Slow,53,Beginner
4055,Aryan Nair,9,Ashok Nair,Advanced,Fast,77,Intermediate
4056,Simran Iyer,5,Pooja Iyer,Advanced,Medium,56,Beginner
4057,Kabir Verma,12,Anjali Verma,Advanced,Fast,63,Beginner
4058,Simran Das,6,Rekha Das,Advanced,Fast,73,Intermediate
4059,Raj Gupta,6,Manoj Gupta,Beginner,Fast,93,Advanced
4060,Simran Kaur,5,Neha Kaur,Intermediate,Slow,56,Beginner
4061,Aryan Sharma,7,Sunita Sharma,Beginner,Fast,66,Beginner
4062,Ishita Verma,7,Pooja Verma,Advanced,Slow,58,Beginner
4063,Aarav Verma,12,Rajesh Verma,Intermediate,Slow,86,Advanced
4064,Ananya Gupta,6,Rekha Gupta,Beginner,Fast,80,Intermediate
4065,Neha Verma,6,Ashok Verma,Intermediate,Fast,80,Intermediate
4066,Rohan Mehta,11,Manoj Mehta,Advanced,Medium,90,Advanced
4067,Neha Nair,7,Harpreet Nair,Advanced,Medium,98,Advanced
4068,Ishita Iyer,8,Ashok Iyer,Beginner,Slow,79,Intermediate
4069,Aarav Kaur,12,Harpreet Kaur,Advanced,Medium,64,Beginner
4070,Ananya Gupta,5,Manoj Gupta,Intermediate,Slow,61,Beginner
4071,Aryan Kaur,11,Sunita Kaur,Beginner,Slow,94,Advanced
4072,Rohan Iyer,9,Rajesh Iyer,Beginner,Slow,78,Intermediate
4073,Ananya Gupta,10,Ashok Gupta,Beginner,Medium,52,Beginner
4074,Raj Mehta,6,Rekha Mehta,Intermediate,Slow,90,Advanced
4075,Aarav Kaur,9,Harpreet Kaur,Advanced,Slow,75,Intermediate
4076,Simran Iyer,11,Pooja Iyer,Intermediate,Slow,86,Advanced
4077,Aarav Das,8,Suresh Das,Beginner,Medium,66,Beginner
4078,Meera Das,4,Ashok Das,Intermediate,Slow,56,Beginner
4079,Raj Verma,5,Harpreet Verma,Advanced,Fast,59,Beginner
4080,Kabir Sharma,7,Sunita Sharma,Intermediate,Fast,96,Advanced
4081,Neha Iyer,7,Neha Iyer,Advanced,Medium,51,Beginner
4082,Ishita Sharma,7,Rekha Sharma,Intermediate,Medium,75,Intermediate
4083,Aarav Patel,12,Harpreet Patel,Advanced,Slow,92,Advanced
4084,Aarav Patel,12,Sunita Patel,Advanced,Fast,68,Beginner
4085,Aarav Verma,4,Neha Verma,Intermediate,Slow,72,Intermediate
4086,Ananya Verma,7,Neha Verma,Intermediate,Medium,74,Intermediate
4087,Meera Verma,10,Neha Verma,Beginner,Medium,52,Beginner
4088,Ishita Mehta,12,Suresh Mehta,Intermediate,Medium,74,Intermediate
4089,Aarav Sharma,5,Neha Sharma,Advanced,Fast,65,Beginner
4090,Kabir Das,10,Manoj Das,Intermediate,Slow,51,Beginner
4091,Aarav Verma,4,Suresh Verma,Intermediate,Medium,96,Advanced
4092,Meera Verma,12,Ashok Verma,Beginner,Medium,82,Intermediate
4093,Rohan Mehta,6,Harpreet Mehta,Intermediate,Fast,60,Beginner
4094,Rohan Verma,10,Rekha Verma,Intermediate,Fast,61,Beginner
4095,Aarav Das,11,Anjali Das,Advanced,Medium,89,Advanced
4096,Aryan Nair,9,Sunita Nair,Beginner,Medium,63,Beginner
4097,Ishita Verma,6,Anjali Verma,Intermediate,Medium,95,Advanced
4098,Rohan Yadav,11,Anjali Yadav,Intermediate,Slow,96,Advanced
4099,Aryan Das,12,Sunita Das,Beginner,Slow,89,Advanced
4100,Meera Yadav,7,Rekha Yadav,Beginner,Medium,61,Beginner
4101,Ananya Verma,8,Suresh Verma,Beginner,Slow,71,Intermediate
4102,Meera Patel,6,Suresh Patel,Intermediate,Fast,82,Intermediate
4103,Kabir Nair,10,Anjali Nair,Intermediate,Slow,50,Beginner
4104,Ishita Sharma,7,Pooja Sharma,Intermediate,Fast,56,Beginner
4105,Ananya Kaur,6,Manoj Kaur,Advanced,Medium,51,Beginner
4106,Aarav Sharma,11,Manoj Sharma,Intermediate,Fast,80,Intermediate
4107,Ishita Iyer,7,Rekha Iyer,Advanced,Fast,71,Intermediate
4108,Ishita Kaur,6,Rajesh Kaur,Advanced,Fast,71,Intermediate
4109,Aarav Gupta,9,Ashok Gupta,Intermediate,Slow,53,Beginner
4110,Raj Kaur,7,Ashok Kaur,Intermediate,Slow,72,Intermediate
4111,Kabir Sharma,12,Rajesh Sharma,Beginner,Medium,66,Beginner
4112,Ishita Sharma,5,Rajesh Sharma,Intermediate,Fast,50,Beginner
4113,Aryan Mehta,7,Manoj Mehta,Intermediate,Medium,50,Beginner
4114,Aarav Sharma,7,Neha Sharma,Intermediate,Medium,62,Beginner
4115,Aryan Iyer,4,Anjali Iyer,Advanced,Fast,95,Advanced
4116,Ishita Yadav,7,Manoj Yadav,Intermediate,Medium,90,Advanced
4117,Aarav Kaur,8,Rajesh Kaur,Intermediate,Slow,60,Beginner
4118,Ananya Kaur,4,Anjali Kaur,Beginner,Fast,53,Beginner
4119,Simran Gupta,9,Ashok Gupta,Intermediate,Fast,79,Intermediate
4120,Kabir Verma,8,Rajesh Verma,Intermediate,Medium,95,Advanced
4121,Ananya Kaur,4,Ashok Kaur,Intermediate,Fast,77,Intermediate
4122,Simran Das,6,Manoj Das,Intermediate,Medium,57,Beginner
4123,Simran Patel,5,Ashok Patel,Advanced,Slow,78,Intermediate
4124,Ishita Verma,12,Manoj Verma,Intermediate,Fast,91,Advanced
4125,Rohan Kaur,6,Suresh Kaur,Advanced,Medium,79,Intermediate
4126,Raj Gupta,12,Harpreet Gupta,Beginner,Medium,76,Intermediate
4127,Aarav Patel,4,Manoj Patel,Advanced,Medium,55,Beginner
4128,Raj Verma,10,Pooja Verma,Beginner,Slow,84,Intermediate
4129,Aarav Kaur,12,Sunita Kaur,Intermediate,Slow,75,Intermediate
4130,Neha Nair,8,Anjali Nair,Advanced,Medium,61,Beginner
4131,Raj Iyer,12,Harpreet Iyer,Intermediate,Fast,63,Beginner
4132,Neha Verma,7,Ashok Verma,Beginner,Medium,62,Beginner
4133,Ananya Sharma,12,Sunita Sharma,Advanced,Medium,57,Beginner
4134,Simran Verma,10,Rekha Verma,Beginner,Medium,71,Intermediate
4135,Ananya Mehta,12,Anjali Mehta,Beginner,Slow,50,Beginner
4136,Simran Yadav,11,Manoj Yadav,Beginner,Medium,87,Advanced
4137,Raj Patel,11,Ashok Patel,Advanced,Slow,51,Beginner
4138,Ananya Iyer,4,Ashok Iyer,Advanced,Medium,64,Beginner
4139,Simran Nair,12,Sunita Nair,Beginner,Fast,78,Intermediate
4140,Simran Das,10,Pooja Das,Beginner,Medium,63,Beginner
4141,Meera Iyer,4,Rekha Iyer,Beginner,Medium,95,Advanced
4142,Kabir Gupta,10,Rekha Gupta,Intermediate,Slow,66,Beginner
4143,Aarav Patel,11,Ashok Patel,Advanced,Medium,80,Intermediate
4144,Rohan Verma,8,Neha Verma,Intermediate,Medium,73,Intermediate
4145,Aarav Das,11,Rajesh Das,Beginner,Medium,53,Beginner
4146,Aryan Das,10,Rajesh Das,Beginner,Fast,73,Intermediate
4147,Ishita Patel,8,Suresh Patel,Intermediate,Slow,92,Advanced
4148,Aryan Verma,9,Neha Verma,Beginner,Medium,64,Beginner
4149,Ishita Kaur,4,Rajesh Kaur,Beginner,Fast,51,Beginner
4150,Aryan Yadav,4,Ashok Yadav,Advanced,Medium,93,Advanced
4151,Aryan Gupta,12,Sunita Gupta,Advanced,Slow,95,Advanced
4152,Ananya Verma,8,Suresh Verma,Advanced,Medium,84,Intermediate
4153,Ishita Verma,8,Neha Verma,Beginner,Medium,88,Advanced
4154,Kabir Patel,4,Ashok Patel,Advanced,Slow,65,Beginner
4155,Simran Yadav,4,Neha Yadav,Advanced,Medium,96,Advanced
4156,Ishita Das,7,Suresh Das,Intermediate,Medium,76,Intermediate
4157,Rohan Kaur,4,Rajesh Kaur,Intermediate,Fast,54,Beginner
4158,Kabir Das,7,Sunita Das,Beginner,Fast,100,Advanced
4159,Aryan Sharma,10,Rajesh Sharma,Intermediate,Medium,95,Advanced
4160,Ananya Patel,10,Manoj Patel,Intermediate,Slow,86,Advanced
4161,Ananya Das,12,Harpreet Das,Beginner,Medium,71,Intermediate
4162,Simran Nair,5,Manoj Nair,Advanced,Medium,82,Intermediate
4163,Ishita Verma,8,Suresh Verma,Advanced,Medium,100,Advanced
4164,Neha Yadav,9,Neha Yadav,Intermediate,Fast,72,Intermediate
4165,Kabir Verma,10,Pooja Verma,Beginner,Slow,96,Advanced
4166,Aarav Gupta,8,Rajesh Gupta,Beginner,Medium,86,Advanced
4167,Rohan Sharma,7,Anjali Sharma,Beginner,Slow,76,Intermediate
4168,Ananya Das,10,Harpreet Das,Advanced,Fast,58,Beginner
4169,Meera Iyer,12,Manoj Iyer,Beginner,Medium,92,Advanced
4170,Aarav Kaur,5,Pooja Kaur,Advanced,Fast,88,Advanced
4171,Neha Sharma,12,Anjali Sharma,Intermediate,Medium,98,Advanced
4172,Neha Mehta,10,Manoj Mehta,Advanced,Medium,68,Beginner
4173,Ananya Nair,4,Manoj Nair,Advanced,Slow,59,Beginner
4174,Neha Mehta,6,Rekha Mehta,Intermediate,Medium,55,Beginner
4175,Simran Yadav,11,Suresh Yadav,Advanced,Fast,95,Advanced
4176,Aryan Patel,7,Pooja Patel,Beginner,Medium,65,Beginner
4177,Raj Iyer,7,Suresh Iyer,Intermediate,Fast,61,Beginner
4178,Rohan Kaur,8,Anjali Kaur,Advanced,Fast,81,Intermediate
4179,Kabir Yadav,7,Suresh Yadav,Beginner,Fast,78,Intermediate
4180,Aarav Gupta,12,Harpreet Gupta,Intermediate,Medium,55,Beginner
4181,Rohan Iyer,5,Neha Iyer,Beginner,Slow,62,Beginner
4182,Raj Verma,9,Neha Verma,Beginner,Slow,53,Beginner
4183,Neha Nair,4,Anjali Nair,Beginner,Slow,81,Intermediate
4184,Aarav Iyer,5,Manoj Iyer,Beginner,Medium,95,Advanced
4185,Rohan Kaur,12,Sunita Kaur,Beginner,Slow,88,Advanced
4186,Simran Gupta,6,Anjali Gupta,Advanced,Medium,58,Beginner
4187,Ananya Iyer,6,Pooja Iyer,Advanced,Medium,74,Intermediate
4188,Ishita Patel,7,Manoj Patel,Advanced,Medium,79,Intermediate
4189,Aryan Patel,11,Suresh Patel,Beginner,Fast,68,Beginner
4190,Ishita Sharma,8,Harpreet Sharma,Advanced,Fast,64,Beginner
4191,Aarav Kaur,5,Rajesh Kaur,Beginner,Fast,56,Beginner
4192,Raj Yadav,6,Ashok Yadav,Beginner,Medium,67,Beginner
4193,Kabir Sharma,6,Rajesh Sharma,Intermediate,Medium,74,Intermediate
4194,Meera Gupta,12,Pooja Gupta,Beginner,Slow,91,Advanced
4195,Ishita Das,6,Harpreet Das,Advanced,Medium,66,Beginner
4196,Aryan Yadav,5,Manoj Yadav,Beginner,Slow,61,Beginner
4197,Raj Verma,5,Manoj Verma,Intermediate,Slow,99,Advanced
4198,Rohan Gupta,6,Harpreet Gupta,Intermediate,Medium,71,Intermediate
4199,Ishita Gupta,4,Sunita Gupta,Intermediate,Fast,100,Advanced
4200,Ishita Gupta,8,Rajesh Gupta,Advanced,Medium,70,Beginner
4201,Ishita Nair,6,Sunita Nair,Beginner,Fast,59,Beginner
4202,Ananya Das,4,Rajesh Das,Beginner,Medium,94,Advanced
4203,Raj Sharma,9,Rajesh Sharma,Advanced,Fast,58,Beginner
4204,Aarav Sharma,11,Anjali Sharma,Beginner,Medium,91,Advanced
4205,Rohan Yadav,4,Suresh Yadav,Beginner,Slow,51,Beginner
4206,Aryan Patel,8,Pooja Patel,Beginner,Slow,77,Intermediate
4207,Ishita Gupta,9,Sunita Gupta,Advanced,Medium,61,Beginner
4208,Ananya Verma,6,Rekha Verma,Advanced,Medium,77,Intermediate
4209,Raj Das,7,Manoj Das,Beginner,Medium,76,Intermediate
4210,Aryan Yadav,4,Suresh Yadav,Intermediate,Medium,50,Beginner
4211,Neha Verma,9,Rajesh Verma,Advanced,Fast,86,Advanced
4212,Aarav Mehta,5,Harpreet Mehta,Advanced,Medium,93,Advanced
4213,Aarav Nair,8,Suresh Nair,Intermediate,Medium,55,Beginner
4214,Kabir Patel,11,Suresh Patel,Beginner,Slow,96,Advanced
4215,Neha Das,11,Suresh Das,Intermediate,Slow,73,Intermediate
4216,Simran Mehta,6,Ashok Mehta,Intermediate,Slow,81,Intermediate
4217,Aarav Mehta,7,Neha Mehta,Advanced,Slow,63,Beginner
4218,Kabir Mehta,8,Harpreet Mehta,Intermediate,Slow,56,Beginner
4219,Raj Yadav,9,Rajesh Yadav,Advanced,Fast,59,Beginner
4220,Ananya Iyer,12,Pooja Iyer,Intermediate,Slow,88,Advanced
4221,Meera Nair,5,Sunita Nair,Beginner,Fast,51,Beginner
4222,Meera Patel,8,Manoj Patel,Intermediate,Slow,57,Beginner
4223,Ananya Nair,5,Anjali Nair,Advanced,Fast,81,Intermediate
4224,Ananya Nair,11,Rekha Nair,Intermediate,Fast,58,Beginner
4225,Neha Mehta,12,Rajesh Mehta,Intermediate,Medium,57,Beginner
4226,Kabir Mehta,10,Harpreet Mehta,Beginner,Medium,53,Beginner
4227,Ishita Kaur,4,Rekha Kaur,Beginner,Medium,82,Intermediate
4228,Aarav Das,9,Suresh Das,Advanced,Medium,75,Intermediate
4229,Kabir Iyer,6,Harpreet Iyer,Intermediate,Medium,76,Intermediate
4230,Ananya Iyer,12,Rekha Iyer,Intermediate,Medium,97,Advanced
4231,Kabir Mehta,10,Pooja Mehta,Advanced,Fast,63,Beginner
4232,Meera Nair,4,Suresh Nair,Beginner,Medium,60,Beginner
4233,Raj Kaur,4,Pooja Kaur,Intermediate,Slow,75,Intermediate
4234,Aarav Verma,11,Rajesh Verma,Beginner,Fast,53,Beginner
4235,Neha Mehta,5,Rekha Mehta,Beginner,Medium,79,Intermediate
4236,Aarav Kaur,11,Rekha Kaur,Intermediate,Slow,99,Advanced
4237,Kabir Das,6,Sunita Das,Advanced,Medium,91,Advanced
4238,Rohan Mehta,11,Sunita Mehta,Advanced,Fast,59,Beginner
4239,Neha Nair,5,Rajesh Nair,Advanced,Medium,74,Intermediate
4240,Neha Kaur,6,Harpreet Kaur,Intermediate,Medium,82,Intermediate
4241,Ishita Patel,8,Ashok Patel,Beginner,Medium,73,Intermediate
4242,Simran Mehta,5,Rekha Mehta,Advanced,Medium,93,Advanced
4243,Aryan Nair,4,Pooja Nair,Beginner,Slow,73,Intermediate
4244,Aarav Mehta,8,Neha Mehta,Intermediate,Slow,73,Intermediate
4245,Neha Gupta,5,Neha Gupta,Intermediate,Medium,74,Intermediate
4246,Ananya Patel,4,Manoj Patel,Advanced,Slow,77,Intermediate
4247,Aarav Yadav,9,Manoj Yadav,Intermediate,Slow,90,Advanced
4248,Ishita Iyer,10,Pooja Iyer,Advanced,Medium,89,Advanced
4249,Ananya Yadav,10,Suresh Yadav,Beginner,Fast,71,Intermediate
4250,Aryan Patel,7,Rekha Patel,Advanced,Fast,60,Beginner
4251,Aryan Das,8,Manoj Das,Intermediate,Fast,53,Beginner
4252,Ishita Gupta,7,Ashok Gupta,Beginner,Medium,62,Beginner
4253,Meera Nair,9,Pooja Nair,Beginner,Medium,64,Beginner
4254,Kabir Nair,11,Neha Nair,Intermediate,Slow,73,Intermediate
4255,Rohan Sharma,7,Pooja Sharma,Intermediate,Slow,55,Beginner
4256,Ishita Mehta,12,Rajesh Mehta,Beginner,Slow,53,Beginner
4257,Aryan Verma,10,Manoj Verma,Beginner,Fast,79,Intermediate
4258,Kabir Kaur,8,Pooja Kaur,Beginner,Fast,81,Intermediate
4259,Aryan Yadav,6,Rekha Yadav,Intermediate,Medium,79,Intermediate
4260,Ananya Mehta,5,Anjali Mehta,Beginner,Fast,89,Advanced
4261,Raj Sharma,4,Rekha Sharma,Beginner,Medium,98,Advanced
4262,Neha Sharma,9,Pooja Sharma,Beginner,Fast,78,Intermediate
4263,Rohan Verma,5,Suresh Verma,Intermediate,Slow,51,Beginner
4264,Neha Yadav,8,Harpreet Yadav,Intermediate,Slow,53,Beginner
4265,Rohan Gupta,8,Sunita Gupta,Beginner,Slow,86,Advanced
4266,Kabir Das,11,Neha Das,Advanced,Medium,96,Advanced
4267,Kabir Gupta,9,Suresh Gupta,Beginner,Fast,90,Advanced
4268,Aryan Gupta,7,Anjali Gupta,Advanced,Medium,91,Advanced
4269,Raj Nair,12,Rajesh Nair,Beginner,Medium,51,Beginner
4270,Raj Yadav,9,Suresh Yadav,Beginner,Fast,71,Intermediate
4271,Meera Nair,6,Rajesh Nair,Intermediate,Medium,53,Beginner
4272,Neha Gupta,12,Neha Gupta,Beginner,Slow,61,Beginner
4273,Raj Patel,10,Suresh Patel,Beginner,Fast,55,Beginner
4274,Raj Patel,9,Harpreet Patel,Advanced,Slow,97,Advanced
4275,Aryan Nair,11,Suresh Nair,Beginner,Slow,79,Intermediate
4276,Kabir Gupta,12,Sunita Gupta,Beginner,Medium,60,Beginner
4277,Aryan Gupta,9,Rekha Gupta,Beginner,Slow,68,Beginner
4278,Raj Nair,5,Rekha Nair,Beginner,Slow,99,Advanced
4279,Ishita Patel,4,Suresh Patel,Advanced,Fast,93,Advanced
4280,Ananya Patel,6,Sunita Patel,Intermediate,Slow,70,Beginner
4281,Rohan Gupta,8,Ashok Gupta,Beginner,Medium,89,Advanced
4282,Aarav Yadav,7,Pooja Yadav,Intermediate,Medium,59,Beginner
4283,Raj Verma,5,Pooja Verma,Intermediate,Medium,88,Advanced
4284,Simran Patel,6,Ashok Patel,Beginner,Medium,88,Advanced
4285,Aarav Mehta,7,Anjali Mehta,Intermediate,Slow,95,Advanced
4286,Ishita Sharma,11,Suresh Sharma,Advanced,Fast,93,Advanced
4287,Kabir Verma,8,Harpreet Verma,Intermediate,Slow,81,Intermediate
4288,Neha Verma,4,Harpreet Verma,Beginner,Fast,80,Intermediate
4289,Raj Sharma,7,Rekha Sharma,Beginner,Slow,61,Beginner
4290,Rohan Iyer,5,Harpreet Iyer,Advanced,Fast,51,Beginner
4291,Aryan Kaur,4,Rekha Kaur,Beginner,Fast,68,Beginner
4292,Neha Kaur,9,Pooja Kaur,Beginner,Fast,55,Beginner
4293,Ishita Kaur,7,Suresh Kaur,Intermediate,Slow,99,Advanced
4294,Kabir Iyer,9,Anjali Iyer,Advanced,Fast,97,Advanced
4295,Aryan Das,10,Pooja Das,Advanced,Medium,96,Advanced
4296,Simran Kaur,5,Neha Kaur,Advanced,Slow,63,Beginner
4297,Meera Iyer,12,Ashok Iyer,Advanced,Fast,72,Intermediate
4298,Ananya Sharma,9,Rajesh Sharma,Beginner,Fast,99,Advanced
4299,Rohan Nair,11,Rajesh Nair,Beginner,Slow,78,Intermediate
4300,Rohan Verma,10,Ashok Verma,Intermediate,Slow,64,Beginner
4301,Aarav Gupta,11,Pooja Gupta,Beginner,Slow,98,Advanced
4302,Rohan Yadav,10,Pooja Yadav,Beginner,Medium,78,Intermediate
4303,Ananya Kaur,12,Harpreet Kaur,Advanced,Medium,56,Beginner
4304,Aryan Mehta,10,Rajesh Mehta,Intermediate,Slow,94,Advanced
4305,Aryan Kaur,12,Rekha Kaur,Advanced,Fast,91,Advanced
4306,Ananya Verma,11,Manoj Verma,Intermediate,Medium,87,Advanced
4307,Rohan Nair,6,Suresh Nair,Advanced,Fast,83,Intermediate
4308,Kabir Nair,6,Neha Nair,Beginner,Medium,73,Intermediate
4309,Ananya Verma,5,Pooja Verma,Advanced,Slow,88,Advanced
4310,Aryan Gupta,11,Pooja Gupta,Beginner,Fast,51,Beginner
4311,Neha Patel,5,Suresh Patel,Advanced,Medium,59,Beginner
4312,Ishita Yadav,9,Anjali Yadav,Advanced,Fast,81,Intermediate
4313,Aarav Das,4,Pooja Das,Beginner,Slow,90,Advanced
4314,Raj Nair,7,Suresh Nair,Intermediate,Fast,50,Beginner
4315,Neha Verma,9,Ashok Verma,Advanced,Slow,66,Beginner
4316,Kabir Yadav,7,Ashok Yadav,Advanced,Fast,56,Beginner
4317,Simran Das,11,Rajesh Das,Beginner,Medium,69,Beginner
4318,Rohan Mehta,7,Rajesh Mehta,Advanced,Fast,86,Advanced
4319,Aryan Yadav,9,Rajesh Yadav,Advanced,Slow,71,Intermediate
4320,Rohan Mehta,11,Rekha Mehta,Beginner,Fast,96,Advanced
4321,Rohan Gupta,8,Suresh Gupta,Advanced,Fast,61,Beginner
4322,Aarav Das,8,Harpreet Das,Beginner,Slow,63,Beginner
4323,Aryan Verma,6,Sunita Verma,Intermediate,Medium,68,Beginner
4324,Aarav Iyer,7,Rekha Iyer,Advanced,Slow,54,Beginner
4325,Neha Iyer,4,Harpreet Iyer,Advanced,Medium,91,Advanced
4326,Rohan Das,10,Ashok Das,Intermediate,Fast,85,Intermediate
4327,Neha Gupta,10,Anjali Gupta,Beginner,Fast,98,Advanced
4328,Aryan Verma,10,Manoj Verma,Advanced,Medium,55,Beginner
4329,Raj Verma,9,Suresh Verma,Intermediate,Slow,82,Intermediate
4330,Aryan Verma,11,Suresh Verma,Beginner,Fast,71,Intermediate
4331,Raj Iyer,12,Neha Iyer,Beginner,Slow,83,Intermediate
4332,Ishita Mehta,12,Ashok Mehta,Advanced,Fast,56,Beginner
4333,Meera Patel,10,Ashok Patel,Advanced,Slow,82,Intermediate
4334,Ananya Kaur,5,Sunita Kaur,Advanced,Fast,67,Beginner
4335,Rohan Kaur,9,Harpreet Kaur,Beginner,Fast,75,Intermediate
4336,Neha Mehta,6,Anjali Mehta,Advanced,Fast,87,Advanced
4337,Kabir Patel,7,Anjali Patel,Advanced,Slow,55,Beginner
4338,Ananya Das,9,Pooja Das,Intermediate,Fast,57,Beginner
4339,Simran Mehta,5,Harpreet Mehta,Intermediate,Fast,96,Advanced
4340,Aarav Patel,8,Neha Patel,Advanced,Fast,54,Beginner
4341,Neha Nair,9,Manoj Nair,Advanced,Slow,87,Advanced
4342,Rohan Kaur,5,Suresh Kaur,Advanced,Fast,54,Beginner
4343,Raj Das,9,Ashok Das,Advanced,Slow,69,Beginner
4344,Neha Verma,12,Rajesh Verma,Advanced,Medium,67,Beginner
4345,Aryan Patel,12,Manoj Patel,Beginner,Medium,70,Beginner
4346,Ishita Kaur,11,Harpreet Kaur,Beginner,Fast,58,Beginner
4347,Kabir Yadav,6,Suresh Yadav,Beginner,Fast,70,Beginner
4348,Neha Yadav,10,Neha Yadav,Advanced,Fast,94,Advanced
4349,Neha Patel,7,Rekha Patel,Beginner,Fast,76,Intermediate
4350,Ananya Das,12,Anjali Das,Intermediate,Medium,99,Advanced
4351,Ishita Patel,5,Sunita Patel,Beginner,Slow,79,Intermediate
4352,Meera Das,6,Rajesh Das,Beginner,Medium,70,Beginner
4353,Kabir Patel,12,Sunita Patel,Intermediate,Medium,81,Intermediate
4354,Aryan Gupta,7,Ashok Gupta,Advanced,Fast,53,Beginner
4355,Kabir Yadav,12,Rekha Yadav,Advanced,Slow,73,Intermediate
4356,Ananya Gupta,7,Ashok Gupta,Advanced,Slow,71,Intermediate
4357,Aryan Das,8,Anjali Das,Advanced,Medium,77,Intermediate
4358,Kabir Sharma,8,Pooja Sharma,Beginner,Fast,98,Advanced
4359,Simran Patel,4,Sunita Patel,Advanced,Slow,63,Beginner
4360,Aarav Das,7,Anjali Das,Advanced,Medium,53,Beginner
4361,Aryan Iyer,10,Suresh Iyer,Beginner,Fast,67,Beginner
4362,Neha Iyer,11,Suresh Iyer,Beginner,Fast,88,Advanced
4363,Aryan Yadav,8,Manoj Yadav,Intermediate,Slow,82,Intermediate
4364,Ishita Yadav,7,Pooja Yadav,Advanced,Slow,93,Advanced
4365,Raj Verma,8,Anjali Verma,Intermediate,Fast,79,Intermediate
4366,Kabir Verma,9,Ashok Verma,Advanced,Slow,93,Advanced
4367,Aryan Sharma,11,Neha Sharma,Advanced,Medium,94,Advanced
4368,Simran Mehta,7,Rekha Mehta,Beginner,Medium,91,Advanced
4369,Ananya Kaur,11,Harpreet Kaur,Advanced,Medium,64,Beginner
4370,Ananya Iyer,4,Sunita Iyer,Advanced,Medium,91,Advanced
4371,Raj Sharma,6,Suresh Sharma,Intermediate,Fast,50,Beginner
4372,Aryan Patel,5,Pooja Patel,Intermediate,Medium,62,Beginner
4373,Aarav Mehta,11,Pooja Mehta,Advanced,Medium,71,Intermediate
4374,Ananya Gupta,8,Pooja Gupta,Beginner,Fast,100,Advanced
4375,Ananya Nair,10,Rajesh Nair,Intermediate,Medium,50,Beginner
4376,Raj Kaur,12,Rekha Kaur,Advanced,Medium,64,Beginner
4377,Ananya Gupta,11,Ashok Gupta,Intermediate,Fast,51,Beginner
4378,Simran Sharma,7,Sunita Sharma,Beginner,Medium,81,Intermediate
4379,Ishita Yadav,12,Pooja Yadav,Advanced,Medium,72,Intermediate
4380,Kabir Iyer,11,Rajesh Iyer,Intermediate,Slow,79,Intermediate
4381,Neha Das,12,Harpreet Das,Intermediate,Fast,76,Intermediate
4382,Aarav Nair,7,Sunita Nair,Beginner,Fast,67,Beginner
4383,Aarav Gupta,4,Rajesh Gupta,Advanced,Fast,93,Advanced
4384,Raj Das,12,Rajesh Das,Intermediate,Medium,87,Advanced
4385,Aryan Patel,8,Suresh Patel,Intermediate,Slow,96,Advanced
4386,Meera Sharma,4,Rajesh Sharma,Advanced,Slow,75,Intermediate
4387,Rohan Iyer,10,Rekha Iyer,Intermediate,Slow,68,Beginner
4388,Ishita Yadav,5,Anjali Yadav,Intermediate,Medium,99,Advanced
4389,Simran Verma,12,Pooja Verma,Intermediate,Fast,59,Beginner
4390,Rohan Patel,6,Sunita Patel,Intermediate,Fast,57,Beginner
4391,Raj Patel,12,Rajesh Patel,Advanced,Fast,67,Beginner
4392,Ishita Gupta,7,Suresh Gupta,Advanced,Fast,76,Intermediate
4393,Aryan Sharma,4,Manoj Sharma,Advanced,Slow,61,Beginner
4394,Raj Das,10,Rekha Das,Advanced,Medium,68,Beginner
4395,Ananya Verma,4,Anjali Verma,Beginner,Fast,77,Intermediate
4396,Kabir Iyer,4,Anjali Iyer,Advanced,Slow,65,Beginner
4397,Neha Kaur,12,Neha Kaur,Advanced,Slow,70,Beginner
4398,Meera Yadav,4,Harpreet Yadav,Intermediate,Slow,89,Advanced
4399,Ananya Verma,7,Pooja Verma,Intermediate,Slow,63,Beginner
4400,Ananya Kaur,11,Anjali Kaur,Intermediate,Medium,87,Advanced
4401,Raj Yadav,7,Rekha Yadav,Beginner,Slow,100,Advanced
4402,Rohan Kaur,6,Ashok Kaur,Advanced,Fast,98,Advanced
4403,Rohan Yadav,5,Rajesh Yadav,Intermediate,Fast,50,Beginner
4404,Ananya Verma,9,Rekha Verma,Intermediate,Fast,80,Intermediate
4405,Meera Nair,11,Suresh Nair,Advanced,Medium,60,Beginner
4406,Simran Patel,11,Suresh Patel,Intermediate,Medium,60,Beginner
4407,Aryan Yadav,7,Harpreet Yadav,Intermediate,Fast,94,Advanced
4408,Rohan Yadav,7,Rekha Yadav,Beginner,Medium,92,Advanced
4409,Rohan Kaur,4,Suresh Kaur,Beginner,Medium,52,Beginner
4410,Neha Kaur,10,Suresh Kaur,Intermediate,Fast,86,Advanced
